aid,view,danmaku,reply,favorite,coin,share
7127,1351,194,7,38,2,2
7136,617345,35868,1978,18090,1544,729
7147,2034,164,15,27,0,3
7138,534,3,3,1,0,1
7140,928,162,11,3,0,1
7156,2305,39,6,15,0,2
7144,1268,78,1,8,1,4
7149,2481,157,8,11,1,5
7146,102,65,6,6,0,2
7155,1124,21,9,11,1,1
7160,414,3,5,3,0,6
7154,944,17,8,8,2,5
7153,457,5,6,2,0,3
7162,1571,62,8,13,0,3
7171,--,7,14,6,0,1
7164,915,33,5,12,2,2
7163,1555,59,13,19,0,3
7159,482,5,5,2,0,0
7168,904,27,8,13,1,3
7165,236,297,25,59,0,3
7172,--,112,22,8,0,2
7161,1089,56,10,6,1,5
7158,2006,83,18,15,0,2
7173,2668,90,9,119,7,17
7167,26,17,4,4,0,2
7175,12858,515,21,75,4,6
7170,5775,265,41,63,4,3
7166,1366,39,4,12,1,2
7181,5497,188,7,6,0,5
7176,962,11,10,12,0,1
7187,1051,143,8,1,3,6
7180,839,45,2,2,0,0
7182,208,533,39,58,0,1
7178,421179,8725,882,13711,1975,902
7177,98,56,14,13,1,1
7183,4468,248,36,5,1,3
7191,3303,53,4,8,2,2
7192,2507,158,9,2,0,2
7184,1482,223,8,16,0,1
7185,1387,51,4,1,3,4
7193,1287,65,9,14,1,1
7195,3176,91,28,1,0,2
7189,1218,42,9,7,0,0
7208,2528,66,8,15,0,5
7200,5752,122,18,18,0,6
7196,57994,678,58,693,20,5
7202,15943,797,42,28,0,3
7205,83165,1625,362,1590,150,172
7206,1334,63,10,49,5,7
7204,433,89,23,68,3,4
7198,1772,37,11,14,0,4
7197,6770,98,2,6,0,2
7201,3430,161,10,9,0,3
7216,2279,169,21,3,0,1
7213,1245,116,14,1,0,0
7210,4539,100,23,27,4,3
7220,4652,182,20,31,0,2
7217,102532,4513,124,972,63,24
7221,1851,113,1,7,0,2
7222,1820,34,16,17,0,3
7228,970,49,13,17,1,1
7229,3247,334,10,21,0,2
7230,16141,859,19,123,6,7
7224,95,18,5,1,0,3
7219,1348,10,2,1,0,2
7233,15175,146,34,209,21,10
7234,1046,9,8,7,0,1
7232,--,819,149,433,57,30
7243,161,295,10,11,0,1
7241,3426,159,6,3,0,7
7239,46433,2757,36,85,3,3
7248,1242,74,6,4,0,3
7238,1949,45,7,5,0,1
7240,--,189,33,94,5,8
7244,10340,864,10,11,12,1
7247,6945,184,12,9,3,0
7249,16315,154,43,176,14,22
7254,24652,141,48,411,13,40
7250,2428,182,16,5,0,1
7253,16832,1114,40,150,14,3
7256,913,153,4,2,0,3
7259,4552,62,15,10,0,3
7251,2527,168,11,6,1,2
7261,36,71,11,3,0,3
7258,1147,24,7,2,0,2
7260,1614,35,4,6,0,3
7266,1618,13,12,0,1,3
7265,542,624,17,2,0,3
7270,1699,224,10,1,0,5
7271,3278,43,18,0,0,1
7268,2627,216,13,143,6,14
7264,17651,171,18,85,7,4
7275,2055,106,8,27,0,4
7263,1887,74,7,28,2,1
7278,2939,57,16,54,2,3
7269,1470,53,3,1,0,1
7281,2689,208,15,11,0,0
7279,1044,42,3,2,0,4
7274,1389,33,6,5,1,1
7276,22896,856,52,104,10,33
7288,25,59,13,11,1,0
7285,13200,855,68,16,0,2
7287,908,22,13,8,1,1
7289,137,9,8,54,2,4
7280,5613,387,27,56,6,5
7297,1958,196,11,11,2,5
7300,7313,197,9,10,0,1
7299,--,1639,22,166,14,6
7298,680,18,10,6,0,2
7302,12994,923,124,384,4,2
7304,97696,3039,104,95,29,2
7307,885,39,6,8,0,2
7303,1251,12,7,18,0,2
7308,2120,384,13,1,1,3
7309,6344,101,12,2,1,3
7320,1319,23,3,0,0,1
7311,5722,870,42,15,0,3
7310,--,283,54,215,10,7
7323,586,21,2,1,0,5
7313,11,40,4,6,0,3
7316,8914,194,47,26,0,1
7329,--,430,108,107,1,1
7328,3492,146,25,52,4,0
7315,81,91,23,1,0,2
7326,1586,115,2,22,0,1
7335,72000,1061,70,1322,35,104
7332,2453,186,15,35,2,1
7340,854,104,112,44,0,5
7325,7633,304,45,33,2,3
7333,1436,21,10,5,0,0
7336,238,35,17,7,0,4
7341,15665,1057,35,127,12,4
7331,2762,122,26,23,1,2
7338,--,425,53,37,0,3
7347,10063,594,18,6,1,4
7349,3122,42,11,10,1,2
7339,83588,14561,57,440,17,1
7350,5650,97,36,36,1,4
7359,1981,35,11,5,0,0
7357,3100,428,31,4,0,1
7345,21556,2953,206,604,13,2
7364,448,35,15,94,4,6
7356,1133,108,5,7,0,0
7352,4972,100,34,10,1,1
7353,589,12,4,15,0,4
7355,2796,45,13,3,0,3
7369,1196,191,3,1,0,6
7358,786,11,11,6,0,2
7377,416,16,8,4,0,1
7378,695,20,11,4,0,1
7368,--,350,8,2,0,3
7373,5731,1027,24,39,0,6
7366,929,16,7,7,0,1
7367,1095,75,17,7,0,2
7371,2366,65,8,15,2,2
7379,3375,9,22,10,1,1
7375,1743,146,14,4,0,2
7376,27344,1447,97,256,9,5
7381,7880,450,48,64,3,4
7380,191,1040,14,31,0,1
7393,31934,2297,120,247,56,37
7388,575,49,5,1,1,1
7392,6713,329,17,61,8,6
7397,1267,100,7,30,2,0
7384,16435,152,31,240,9,10
7383,8122,556,7,133,1,1
7399,20946,1036,14,27,0,1
7400,1755,116,5,2,0,1
7401,33956,1762,32,267,8,4
7403,1933,74,5,2,0,1
7410,1873,79,11,1,0,1
7416,869,18,4,1,0,7
7402,6034,100,38,14,1,0
7406,1252,29,9,2,0,2
7414,14321,1854,29,99,18,8
7415,5669,111,38,63,0,3
7411,43,60,4,7,1,0
7422,642,7,9,0,0,2
7421,2315,55,9,0,0,0
7412,4291,336,20,54,0,3
7409,2028,324,10,4,0,3
7423,816,17,1,1,1,0
7418,1557,108,12,0,1,1
7427,18022,1149,49,111,14,1
7426,24,33,3,4,1,1
7424,858,16,3,0,0,0
7429,65,56,10,2,0,2
7442,1701,21,3,14,3,2
7439,7674,1188,25,66,2,3
7433,--,1853,210,542,14,12
7428,1655,23,8,4,1,1
7436,10483,293,22,191,13,27
7441,9122,168,50,292,11,4
7437,912,16,2,2,0,1
7440,5377,185,3,26,3,1
7449,561,10,4,1,0,3
7443,3511,280,28,5,0,0
7453,1543,48,11,6,0,1
7455,87,170,7,6,0,2
7458,715,55,6,5,0,0
7451,532,124,14,11,2,0
7450,6615,76,32,63,5,3
7454,2489,84,12,37,0,5
7459,607,12,11,6,0,1
7466,76426,2537,73,66,30,4
7467,60835,1237,47,385,25,259
7456,10789,708,82,108,3,3
7463,29764,2058,257,837,63,33
7464,20477,563,154,1063,129,20
7465,1148,57,9,45,2,1
7477,--,307,72,272,21,12
7468,2407,157,33,42,1,2
7475,582,8,10,1,0,1
7470,7888,549,26,24,2,3
7481,4262,1266,55,48,2,0
7471,622,25,6,8,0,3
7476,29,6,3,5,0,2
7478,4268,168,22,31,1,3
7482,26456,1599,47,205,13,4
7488,1275,36,7,6,1,2
7485,567,10,4,1,0,0
7486,6046,83,12,46,3,2
7479,24,350,46,26,0,2
7490,941,307,9,7,0,1
7494,5735,210,19,25,0,5
7487,659,21,8,5,0,0
7491,2167,90,21,17,0,2
7480,11101,105,70,96,3,3
7484,43353,5859,125,397,68,53
7489,1913,33,11,21,0,1
7498,9016,843,69,45,1,3
7493,25891,1198,35,24,9,3
7506,20303,1580,52,105,5,2
7508,2126,424,27,7,0,3
7504,488,33,4,3,0,4
7499,2886,149,16,4,0,3
7503,--,340,17,37,7,6
7502,968,205,7,3,0,0
7507,12565,554,40,30,1,4
7497,1096,80,19,1,1,0
7501,7204,343,33,42,3,2
7500,3308,66,14,7,0,1
7516,1142,26,7,4,1,4
7505,2506,90,19,62,8,3
7510,11737,2134,33,38,4,0
7509,42,22,5,4,0,5
7512,30641,1734,64,224,24,13
7517,20,209,23,2,0,1
7519,4524,244,24,41,1,4
7523,2041,67,12,12,0,3
7514,--,2243,102,894,45,4
7527,46431,672,236,1698,88,58
7521,435,5,2,3,0,1
7524,2446,80,21,19,0,4
7528,817,194,10,14,0,1
7525,3101,167,21,7,1,2
7540,91033,3424,99,1393,63,11
7537,2763,163,16,7,2,2
7544,17321,2352,41,117,19,2
7529,1699,131,18,55,3,2
7532,1496,87,12,13,0,0
7541,1850,44,71,15,0,0
7534,5088,364,16,41,1,3
7543,1149,195,4,1,0,3
7539,--,268,16,17,0,1
7538,701,35,9,4,0,3
7542,2461,69,5,4,0,4
7533,67,39,6,15,2,1
7536,3108,1589,21,23,0,4
7546,4361,137,15,7,0,4
7553,7860,459,9,23,4,2
7552,26195,413,28,276,14,8
7548,1727,107,9,5,0,0
7551,53,18,8,11,1,5
7562,1604,20,6,2,0,1
7555,1609,53,11,7,1,1
7559,399,33,8,4,0,2
7569,2263,43,22,16,0,1
7554,5978,132,24,17,2,2
7572,1831,256,19,5,0,5
7565,231578,5006,541,3148,219,462
7566,9048,609,51,105,5,3
7567,2589,83,6,7,0,0
7560,7663,648,24,36,1,3
7574,244,98,37,32,2,1
7576,901,10,5,3,0,3
7568,918,14,6,3,0,2
7579,500,9,5,3,0,1
7588,10197,205,78,271,15,12
7584,2290,150,49,26,0,3
7582,1431,8,4,4,2,2
7583,1481,21,7,17,2,1
7594,675,72,12,11,2,1
7581,1697,34,11,4,0,1
7585,--,2297,79,12,0,1
7595,71,61,14,2,0,0
7587,1681,590,8,2,2,1
7593,1712,133,21,66,7,3
7592,4104,282,22,10,0,4
7596,1199,82,4,5,0,2
7598,760,13,1,1,0,1
7590,782,154,7,2,0,1
7591,948,22,10,19,1,5
7599,16174,254,43,89,6,4
7601,1733,221,6,1,0,2
7597,645,26,6,4,0,4
7602,6968,12,10,20,0,2
7600,1110,20,6,1,1,0
7612,1596,40,11,5,0,2
7604,2240,32,6,5,0,0
7617,6707,182,9,32,0,4
7603,772,75,10,5,0,0
7613,1856,82,7,19,0,2
7614,5749,343,9,6,0,1
7610,12880,299,161,275,35,4
7608,1869,73,14,21,0,2
7611,250,43,5,11,1,5
7616,3747,100,18,14,0,3
7606,6459,348,72,17,0,1
7615,4458,87,19,11,1,2
7619,1826,44,18,8,0,0
7620,--,27,9,2,0,1
7622,--,122,33,85,8,4
7636,2739,155,19,4,0,1
7621,2904,84,29,51,1,2
7626,1927,87,6,7,0,4
7637,3182,122,19,28,13,2
7631,5144,398,26,20,5,5
7632,21,14,6,1,0,3
7641,2871,760,11,3,0,1
7628,82661,4557,245,633,149,105
7639,15837,781,60,132,7,8
7640,1137,25,8,13,0,2
7633,2220,64,17,11,0,2
7634,7472,105,6,9,0,4
7635,1362,65,15,17,3,6
7643,156,250,19,28,2,2
7645,1100,141,5,1,0,1
7647,9002,100,44,235,16,15
7646,942,24,5,6,1,4
7649,5724,104,14,8,2,3
7662,595,10,7,4,0,4
7659,1861,81,14,44,2,0
7656,22,10,1,1,0,0
7665,1888,59,8,38,4,6
7669,2623,124,5,9,0,2
7663,21280,1062,107,126,7,15
7673,2802,205,31,11,0,3
7678,12368,176,41,72,2,3
7680,--,870,522,1615,241,73
7672,1072,88,3,2,0,2
7682,2406,104,5,14,1,3
7686,--,128,29,92,6,3
7675,975,20,12,16,0,1
7685,12420,1144,19,93,8,4
7688,81,11,6,6,1,1
7690,581,24,4,6,0,0
7698,1610,98,5,3,0,1
7681,850,145,8,22,1,3
7689,--,115,29,46,2,1
7687,13655,1727,35,149,8,4
7702,3323,446,13,9,0,2
7701,1270,68,3,5,0,1
7694,22465,1055,84,250,5,8
7705,1759,82,18,1,1,3
7708,--,1143,62,210,16,7
7707,1001,46,4,1,0,2
7695,1513,19,8,4,1,1
7699,489,2,1,1,0,3
7709,4185,48,15,40,4,4
7703,8174,445,17,26,2,2
7704,577,23,6,3,0,1
7712,4845,170,29,23,4,2
7706,12338,1065,40,99,19,9
7716,1109,43,3,3,0,3
7710,1849,56,2,21,3,6
7728,3240,121,7,21,0,6
7726,21479,1262,99,220,19,11
7713,4381,114,51,27,3,2
7720,58199,1194,183,836,97,48
7723,1133,33,14,5,1,2
7727,751,10,5,1,0,0
7719,940,45,7,12,1,3
7731,577,7,6,6,0,2
7734,--,291,22,36,1,0
7732,522,4,4,4,0,0
7749,1605,92,31,4,0,1
7750,9839,1228,27,5,0,1
7735,9236,100,122,21,5,0
7745,6433,282,39,43,4,8
7744,486,24,2,1,2,1
7741,1527,55,3,9,2,0
7752,2669,73,14,32,0,2
7761,9485,219,30,75,3,11
7756,862,55,7,1,1,6
7754,1765,112,19,25,1,2
7760,1742,32,13,29,2,1
7759,5190,262,35,25,3,2
7772,1756,32,7,4,1,1
7769,707,39,1,6,0,4
7753,2588,156,18,12,0,3
7755,3290,68,33,123,31,7
7762,1218,110,9,16,0,4
7765,18021,512,52,68,3,9
7767,--,832,32,163,2,4
7775,787,45,5,7,0,2
7770,1295,52,5,1,0,1
7777,7477,120,56,143,10,12
7768,1946,189,20,11,0,2
7783,2235,89,16,39,1,3
7784,1050,25,5,3,0,1
7787,4987,235,7,6,2,2
7792,8871,138,46,72,11,5
7786,2461,101,5,5,1,1
7785,1339,57,6,10,0,2
7782,12923,1581,30,98,6,1
7791,740,6,5,4,0,2
7796,2880,100,7,1,2,2
7778,3735,72,11,6,0,0
7790,10348,104,35,36,0,7
7779,10873,100,31,9,0,2
7781,1140,26,6,3,0,2
7788,6450,110,35,13,0,5
7795,--,91,26,51,2,6
7793,23574,2112,52,113,4,3
7800,589,12,4,4,0,2
7803,1747,38,12,1,0,3
7797,--,4,2,8,0,3
7807,4292,207,10,10,4,5
7808,4133,1002,19,6,0,2
7805,1391,102,3,5,3,4
7799,6395,254,28,60,1,4
7798,3004,84,6,6,0,4
7818,3033,24,12,5,0,2
7817,25103,1027,97,600,9,3
7820,21066,228,60,621,41,12
7804,553,23,7,2,1,0
7809,27728,425,31,597,22,60
7802,1772,161,14,3,0,1
7816,3118,277,11,2,0,1
7812,2179,101,12,15,0,2
7824,7569,1027,87,11,0,4
7819,25253,693,67,448,16,14
7831,899,8,0,1,0,1
7815,1173,48,15,9,0,2
7834,1738,193,7,4,0,4
7828,2054,51,10,16,0,4
7838,1517,66,3,1,0,2
7829,3871,190,22,12,0,4
7825,4085,251,20,18,0,1
7832,32698,774,111,659,70,64
7833,3534,240,3,2,0,4
7826,916,37,6,5,1,1
7841,3691,89,26,5,0,2
7830,816,30,5,11,0,0
7843,1953,32,7,14,0,1
7836,38825,1094,67,217,7,234
7837,1752,68,16,1,0,7
7839,8172,628,8,16,5,3
7846,1424,179,13,14,1,3
7840,91675,2052,117,83,24,1
7835,1591,64,7,1,0,0
7850,1592,61,4,1,0,1
7847,1977,39,5,28,1,6
7842,5711,242,6,13,1,3
7849,2924,291,10,4,0,3
7845,1118,24,6,4,0,1
7859,2530,672,8,5,0,2
7864,4785,221,29,0,0,2
7851,865,3,2,2,0,0
7848,15346,419,18,177,3,4
7863,2991,83,9,18,2,1
7854,14451,1011,31,97,8,2
7865,4448,241,19,11,1,3
7852,1096,24,6,1,0,1
7869,2951,868,26,9,0,4
7870,1199,7,15,4,0,1
7860,15286,102,17,51,3,19
7867,1494,39,6,6,2,0
7881,2524,107,7,3,0,3
7877,3895,995,37,13,0,1
7885,997,19,3,2,0,3
7868,1278,33,5,3,0,1
7884,6934,182,17,93,6,5
7872,3088,245,22,4,1,1
7887,1453,200,21,6,0,4
7890,1116,24,12,10,0,4
7889,2907,86,17,14,2,1
7895,1825,47,15,15,3,2
7892,5544,326,26,9,0,1
7894,8413,1127,37,43,3,4
7886,1115,76,17,11,0,3
7900,12325,333,69,204,12,5
7902,5041,17,23,49,3,0
7903,716,5,7,4,1,3
7901,35175,779,63,288,15,17
7909,1229,40,4,3,2,4
7906,1692,27,11,2,1,4
7898,2657,88,9,27,4,5
7911,2519,139,16,18,5,4
7914,5095,139,5,136,7,8
7899,6609,1505,6,24,3,2
7910,4053,221,25,9,2,1
7904,1118,34,5,12,2,3
7907,1833,270,9,33,1,0
7905,736,0,3,4,2,2
7912,27291,151,33,60,7,2
7908,1319,22,5,6,1,1
7915,15224,2780,59,102,1,6
7916,1660,253,15,12,0,0
7920,5244,233,26,30,0,2
7927,3702,223,9,20,0,3
7924,21106,2034,23,7,4,1
7923,1856,133,10,5,0,2
7933,1452,59,12,17,4,4
7925,3157,807,18,5,1,1
7929,908,7,0,2,0,4
7926,1418,78,8,5,1,1
7931,1157,24,7,15,0,1
7932,3303,117,17,7,0,2
7935,953,11,6,1,0,2
7934,14157,1140,25,88,6,3
7938,740,14,8,9,1,3
7940,9440,152,17,19,0,4
7946,--,263,60,232,17,3
7942,819,19,5,1,0,2
7939,1167,30,10,3,0,0
7945,3971,243,25,28,1,2
7953,4604,67,18,14,1,4
7954,1199,471,7,2,0,3
7966,2003,192,20,2,0,3
7956,2486,116,7,22,0,1
7960,2034,177,14,2,0,1
7967,2590,100,14,16,0,3
7962,12444,573,36,214,11,10
7955,1730,39,11,2,0,3
7963,--,6708,124,477,18,3
7975,1249,43,21,64,5,2
7976,3054,107,21,1,1,4
7970,3247,164,39,17,0,3
7973,4725,153,23,56,1,4
7974,5844,370,21,25,1,2
7971,1464,8,7,11,0,0
7977,45486,3613,173,390,26,13
7982,10205,500,42,46,10,7
7988,4942,530,25,5,1,0
7986,8792,1055,43,74,3,2
7985,2860,61,26,8,1,6
7979,1047,63,12,14,0,1
7980,522,4,8,10,0,1
7983,742,14,3,4,1,0
7993,7848,373,11,8,1,0
7994,5290,123,13,5,2,0
7989,1103,30,11,7,0,1
7996,86081,2911,589,1330,155,30
8001,921,83,9,14,1,6
7995,4493,83,13,10,0,3
8012,1866,29,16,14,2,1
8014,62646,1929,33,27,29,3
8009,7408,406,38,15,0,1
8011,4108,695,17,23,2,5
8016,1057,107,12,14,0,4
8015,3036,100,7,10,0,0
8019,2315,107,20,17,0,3
8023,3276,91,10,6,0,2
8022,940,110,4,0,0,1
8018,1248,15,16,29,1,2
8026,19257,1941,59,148,6,0
8028,31676,953,148,51,1,3
8017,583,13,5,8,0,3
8030,1381,34,8,12,1,2
8029,26633,1328,90,234,13,5
8024,3776,470,14,11,1,2
8035,--,29,11,4,0,1
8042,381,5,1,1,0,2
8044,686,25,15,10,1,0
8036,3219,176,18,1,0,2
8037,5421,231,8,8,1,2
8033,1850,108,15,7,0,1
8053,--,104,24,82,3,8
8038,1583,56,9,15,1,2
8041,--,83,19,17,0,0
8043,3523,259,8,9,0,4
8047,61278,765,33,293,21,355
8058,1336,121,10,5,1,2
8051,19496,891,15,27,7,2
8057,8252,134,53,65,0,2
8062,24017,1263,34,16,8,2
8049,728,8,2,7,1,1
8060,1806,71,7,2,0,3
8063,6531,660,42,45,2,1
8054,2058,307,15,5,0,1
8074,2462,38,11,57,5,6
8066,3669,139,14,23,0,1
8077,927,153,9,13,1,0
8073,13976,1326,51,103,0,3
8064,1590,112,23,5,2,4
8079,3629,94,12,3,1,1
8083,1138,217,11,18,1,3
8088,1310,568,17,7,0,2
8091,5022,573,44,25,1,1
8096,1100,18,6,13,2,3
8084,723,87,10,12,0,3
8082,3912,143,16,14,0,0
8085,2371,277,16,5,0,1
8093,699,16,24,0,0,0
8086,1969,151,30,19,2,3
8089,--,477,110,50,0,0
8092,1131,44,4,1,0,3
8094,7817,172,124,69,14,0
8095,5527,477,55,90,3,2
8087,143600,7415,90,672,130,127
8100,1959,28,16,1,0,3
8107,3815,188,24,31,1,1
8101,586,9,5,1,1,1
8108,5740,57,8,6,1,0
8109,1245,28,8,16,0,0
8112,1049,7,3,3,0,1
8103,3319,75,8,3,0,1
8104,108391,7921,108,1522,63,13
8118,69740,2406,147,1192,95,198
8117,1112,10,4,3,0,2
8110,3371,187,13,5,0,0
8111,2552,29,8,17,1,4
8113,8206,1026,18,14,4,4
8123,6499,65,48,9,0,0
8115,3864,134,15,7,0,1
8126,36470,529,61,552,26,13
8124,826,101,5,1,2,2
8116,1372,206,4,5,1,1
8131,12536,384,30,122,8,0
8127,2245,79,10,10,2,3
8139,3005,1056,15,7,0,4
8145,3438,173,21,24,0,5
8136,4544,92,16,17,7,2
8132,4277,254,5,6,1,5
8129,1362,263,7,5,0,1
8141,11460,288,33,77,4,3
8146,6159,271,45,48,0,1
8135,11788,501,56,95,0,3
8147,5299,400,78,77,10,7
8144,1747,44,26,5,1,3
8137,--,181,6,39,1,1
8138,2736,54,24,17,1,4
8140,998,93,3,13,1,2
8160,5896,500,28,22,0,5
8162,4640,264,17,25,1,2
8154,3779,611,16,20,1,1
8151,11457,835,25,29,2,0
8159,771,119,8,1,0,2
8158,9924,110,24,93,5,2
8165,10865,1169,34,37,2,2
8169,1327,86,22,26,0,0
8161,1480,25,4,8,1,2
8157,1664,131,17,3,0,3
8175,12989,2257,22,83,11,6
8171,6585,206,26,37,3,5
8170,1723,66,47,34,0,1
8181,8190,283,31,49,0,2
8174,827,48,1,3,0,3
8176,2556,41,6,3,0,3
8184,6858,226,9,28,3,9
8192,3948,220,26,16,2,5
8180,6980,429,21,17,0,5
8189,1581,166,5,2,0,2
8202,1236,14,12,15,0,1
8194,3505,154,12,17,0,4
8197,658,6,5,4,0,1
8190,3013,43,6,19,6,4
8191,1271,32,5,2,0,5
8195,7543,668,16,23,0,4
8193,3700,177,27,16,1,1
8209,8462,351,22,59,9,7
8196,785,40,4,2,0,2
8206,1913,98,5,4,1,4
8203,2898,63,4,4,1,1
8212,3267,263,8,30,3,1
8210,5463,654,34,8,0,0
8211,1122,22,4,3,0,4
8201,5812,459,19,2,0,1
8205,4276,191,28,19,3,5
8204,1132,12,6,5,0,4
8216,3691,72,6,14,1,4
8221,--,31,6,6,0,2
8207,10779,92,32,212,6,14
8214,8088,211,20,81,6,6
8224,646,15,5,6,0,2
8227,16543,541,82,437,15,15
8215,5478,82,21,28,2,2
8223,8820,145,69,644,25,51
8228,1255,7,2,14,5,3
8226,1128,8,9,9,1,4
8219,426881,0,3406,1238,94,11
8235,17336,875,67,90,1,8
8237,2527,21,8,20,2,2
8232,7486,174,21,96,8,9
8234,4383,96,25,38,2,0
8231,1320,9,8,11,0,1
8225,1613,52,15,34,6,1
8245,6920,224,31,81,2,11
8239,12517,209,44,123,16,6
8246,1276,39,10,2,0,5
8238,7367,1326,34,156,7,1
8249,--,85,48,66,0,1
8241,1794,93,15,13,0,2
8255,1999,67,15,8,0,0
8257,10196,280,18,50,2,8
8251,939,10,8,11,1,0
8260,5435,176,25,39,8,1
8263,2158,101,11,6,0,1
8252,3260,148,19,20,2,5
8256,62099,1072,173,1220,109,33
8262,1609,5,6,9,3,0
8264,1370,150,8,1,0,5
8269,--,126,28,12,1,2
8274,2128,49,16,13,2,5
8267,3272,59,11,33,2,1
8277,1183,27,4,3,0,3
8278,1526,15,6,16,1,3
8271,3974,141,26,68,1,0
8270,16254,2000,54,96,13,23
8276,--,61,8,5,1,1
8286,20464,2047,39,80,11,18
8280,611,9,3,1,0,4
8289,11971,1293,58,243,2,0
8293,816,32,14,19,2,3
8296,--,133,32,64,12,12
8282,2362,145,18,11,0,1
8285,4742,218,13,22,7,7
8295,648,63,5,9,0,2
8287,5817,70,16,21,2,3
8301,29385,864,14,144,2,3
8307,18749,2998,166,66,1,0
8312,1679,47,8,4,0,1
8309,3152,314,14,16,0,3
8306,4996,1304,47,72,3,2
8304,2158,55,7,17,0,3
8302,436,4,1,1,0,1
8313,2672,116,11,9,0,2
8310,9187,476,33,111,14,6
8323,--,21,7,5,0,4
8324,--,53,9,5,0,3
8327,5133,230,23,28,0,2
8332,22387,3875,53,183,39,37
8325,38744,32,99,707,28,6
8329,27208,497,91,69,0,4
8326,1445,34,8,9,0,3
8321,3131,166,8,12,0,0
8330,13653,153,37,35,2,2
8331,2102,119,34,14,7,2
8340,4223,247,13,49,0,3
8338,3650,682,23,10,1,3
8335,4928,54,20,35,1,3
8339,2225,86,3,15,0,3
8355,1507,72,6,11,0,2
8349,12080,113,42,126,18,1
8352,12252,455,66,219,16,20
8350,4925,1009,22,42,2,2
8346,31700,1013,99,113,5,11
8351,3199,267,32,21,0,1
8361,1457,35,11,19,1,2
8358,1596,16,4,1,1,1
8357,20953,551,40,126,0,2
8363,15597,251,141,646,67,17
8353,27251,548,88,207,8,5
8359,4178,93,26,28,2,1
8356,2343,235,9,2,0,1
8364,1214,76,4,1,0,0
8371,92739,2277,70,89,24,1
8368,7671,967,25,97,1,1
8362,2616,182,16,25,0,0
8367,11177,384,20,218,42,51
8372,1598,105,12,3,0,4
8369,4878,156,18,9,0,2
8370,4934,260,15,4,0,4
8365,2679,116,9,1,0,3
8366,7590,532,9,6,6,2
8376,2335,109,14,6,0,3
8378,60388,5621,162,420,23,59
8389,944,21,4,1,0,3
8384,2200,42,10,5,0,6
8382,2794,74,14,37,0,1
8374,6468,494,62,30,0,7
8375,3298,172,12,10,0,0
8380,993,46,6,15,3,1
8379,622,22,3,2,0,1
8396,2886,339,31,33,1,3
8385,12586,1845,37,53,10,18
8388,13267,600,102,220,8,3
8392,1243,594,10,3,0,1
8405,2774,37,7,21,0,3
8409,1325,14,5,3,0,2
8403,3098,47,9,4,0,1
8399,2563,397,18,14,0,6
8400,5055,97,13,46,4,2
8407,2159,87,12,1,0,1
8408,2111,146,17,7,3,3
8402,31485,1042,55,73,5,6
8406,4158,283,29,14,0,4
8418,5021,257,50,50,3,0
8422,3403,166,3,15,1,3
8412,1529,201,11,7,1,0
8421,3941,564,19,6,1,6
8413,4860,336,27,5,1,2
8417,9495,328,38,171,21,37
8420,1067,146,13,6,0,3
8428,4521,217,24,21,1,2
8431,1378,10,3,6,0,2
8436,1023,64,7,3,0,2
8444,4741,206,26,13,0,2
8441,857,18,11,5,0,0
8447,1446,5,3,30,1,4
8442,1332,28,1,1,0,5
8452,1444,4,11,10,1,1
8439,1215,52,4,9,0,0
8445,1876,93,6,2,0,1
8458,1462,92,20,2,0,1
8461,349,1,3,1,0,1
8455,--,100,14,28,1,1
8454,1563,19,12,14,0,4
8462,1975,38,9,18,1,1
8449,4862,620,17,28,3,2
8453,9417,581,79,55,8,25
8456,6010,610,22,84,0,0
8457,10623,272,36,113,9,4
8469,13317,518,41,499,20,14
8467,3405,50,8,8,0,4
8459,2265,183,27,26,1,2
8474,1723,40,6,0,0,0
8476,53924,431,94,796,55,33
8472,1604,190,15,13,0,6
8473,2369,14,9,3,2,3
8465,1129,32,6,8,2,3
8471,11986,1535,26,58,3,11
8475,4722,260,32,9,0,2
8482,2043,28,11,4,0,0
8470,1477,101,12,5,0,2
8477,17090,742,5,18,1,4
8492,5830,334,38,80,6,2
8491,8252,443,15,10,0,3
8490,1253,124,6,1,1,2
8478,3291,93,5,23,1,3
8483,1229,47,14,3,3,2
8494,765,13,18,13,0,1
8487,675,47,8,9,1,0
8488,1767,88,24,15,3,4
8495,1145,53,18,32,1,3
8499,2133417,36829,5827,66087,8728,13030
8485,9317,238,31,313,22,10
8493,3538,197,14,20,2,0
8502,3536,228,21,53,2,2
8500,20526,1309,60,56,3,1
8506,73443,3194,135,83,52,3
8501,3906,92,13,30,1,4
8497,--,46,10,6,0,0
8498,1498,53,7,42,3,1
8516,989,25,14,11,0,2
8512,3556,155,12,8,0,1
8519,2236,232,10,13,0,3
8520,1146,33,7,2,0,0
8518,3064,86,9,54,2,5
8514,5370,441,21,31,2,2
8523,2482,87,14,15,1,1
8530,5943,238,13,48,0,4
8522,5850,79,13,5,0,2
8526,19400,279,36,206,16,23
8539,1920,410,5,6,0,0
8540,4457,62,19,16,2,2
8527,3347,38,10,6,0,3
8537,22559,1292,33,26,13,6
8535,1683,77,12,1,1,0
8525,123549,27815,350,787,76,39
8543,4208,204,8,6,2,3
8542,3238,62,24,4,0,1
8556,8201,742,19,5,0,3
8554,2617,116,10,12,1,1
8545,7721,398,16,72,4,5
