aid,view,danmaku,reply,favorite,coin,share
2947,893,70,7,4,1,2
2938,4372,66,37,112,13,16
2945,5150,261,33,10,4,2
2942,7501,321,49,231,22,11
2949,1173,10,8,3,1,0
2952,2397,20,6,37,4,1
2958,12381,90,57,271,21,4
2957,1825,25,16,6,1,0
2939,863,7,1,4,1,0
2944,410,66,3,2,1,6
2951,2495,28,6,17,2,1
2953,2410,48,7,25,4,2
2959,3484,87,7,4,33,2
2965,--,101,24,31,2,3
2964,1285,24,2,3,2,3
2967,15987,461,81,246,294,2
2969,530,10,4,12,1,3
2961,3375,67,8,11,3,4
2970,633,13,7,1,1,4
2963,12473,987,17,26,8,1
2960,5205,135,35,29,150,3
2976,708,8,4,7,2,1
2972,1811,88,19,26,1,3
2975,399,2,0,1,1,3
2966,41747,988,222,1206,121,42
2983,1280,24,6,11,3,4
2979,3935,54,7,5,1,2
2978,16260,436,54,211,19,5
2980,3439,32,3,26,1,6
2977,9723,334,95,25,1,3
2995,381821,566,1446,2167,137,36
2998,17478,1445,268,239,6,2
2990,3547,164,21,19,3,2
2992,3807,210,17,21,2,2
3000,6002,72,43,44,3,2
2991,152490,4747,780,3254,177,46
2994,7423,1269,106,202,22,5
3004,754,51,5,2,0,0
3012,4759,260,17,11,2,0
2997,--,6,6,17,0,1
2999,3633,456,14,13,1,4
3003,3513,26,21,6,1,2
3016,3372,162,26,11,1,4
3018,2536,234,26,14,0,3
3013,3207,41,3,3,0,6
3023,2333,11,3,2,10,2
3019,22058,200,135,395,33,8
3017,1110,56,51,2,0,3
3030,2117,243,29,15,1,1
3025,3180,61,21,94,6,4
3021,1685,70,16,9,0,0
3022,30705,1163,23,51,99,5
3026,613,11,1,3,1,1
3037,1913,85,3,5,0,2
3024,4156,29,7,53,4,1
3031,721,3,2,1,0,4
3033,2744,21,8,20,0,1
3039,639,10,7,15,0,3
3027,--,25,13,8,2,3
3034,4805,28,16,113,5,8
3042,--,78,18,68,267,11
3035,777,16,5,1,3,1
3044,991,4,1,4,1,1
3046,882,17,1,1,0,2
3048,5691,188,7,39,4,0
3041,1149,13,4,7,4,3
3050,8031,55,37,51,1,2
3052,3066,95,13,87,6,4
3051,24887,1020,10,347,5,4
3049,13557,425,15,345,63,31
3047,4431,48,33,80,12,3
3045,5841,104,51,354,38,17
3059,4499,251,26,145,12,9
3043,3574,328,20,2,0,1
3060,4439,72,12,7,0,5
3054,25855,457,42,377,48,12
3065,4689,151,19,47,0,0
3064,14945,371,84,416,45,9
3056,765,1,5,8,1,0
3063,3928,232,14,53,3,3
3057,16697,236,109,877,76,24
3053,1370,14,8,23,1,1
3067,10613,193,102,629,69,21
3072,1583,3,3,9,11,4
3068,8875,17,7,56,288,3
3055,5549,54,13,25,3,3
3058,5430,125,32,150,8,9
3075,7291,344,44,127,3,7
3069,1480,106,9,16,0,1
3062,822,12,5,11,1,3
3070,2522,594,24,2,0,3
3071,7178,53,6,31,202,4
3066,5842,131,79,364,53,19
3076,1576,50,11,67,11,8
3074,--,3751,895,5416,392,871
3073,2344,21,2,7,0,2
3084,5685,8,4,7,49,1
3085,67025,2686,608,3540,724,56
3086,2262,113,18,63,4,3
3087,3744,90,29,52,2,1
3078,1108,13,10,2,2,0
3079,1807,41,10,14,0,1
3082,--,11,3,14,0,2
3077,14125,194,55,489,26,33
3095,23813,749,74,690,66,48
3096,5631,29,13,17,0,2
3090,3304,69,10,32,1,7
3083,25308,173,99,598,121,36
3089,4747,87,17,38,0,5
3100,15017,102,29,118,130,7
3088,579,2,5,6,1,4
3103,1640,133,16,3,0,0
3097,5153,10,3,4,42,4
3094,23064,1530,116,179,5,3
3093,40379,957,122,869,48,362
3099,8627,284,44,84,8,8
3101,17342,169,46,86,235,5
3116,31252,36,12,30,63,2
3106,51531,356,23,96,234,1
3111,837,17,5,4,4,2
3104,5533,69,35,92,15,3
3110,2140,27,12,9,1,0
3119,7216,69,5,12,114,1
3112,508,9,6,5,0,1
3120,67098,18,15,60,221,1
3115,5236,6,10,18,4,1
3122,21236,559,40,792,35,17
3127,886,13,5,3,1,4
3113,2316,15,22,102,16,9
3126,25841,87,33,82,26,2
3121,4692,148,25,139,1,0
3123,20170,1232,66,349,16,44
3130,13971,649,81,353,41,21
3125,2120,16,7,4,0,5
3133,1827,50,14,8,3,1
3136,1228,40,4,7,2,7
3129,2565,85,9,6,1,3
3131,1146,48,5,6,1,2
3145,5369,335,6,6,11,1
3134,--,55,10,18,0,3
3144,2705,206,13,3,0,1
3137,1296,18,3,2,0,4
3140,1645,27,8,3,1,1
3148,1716,30,8,20,1,1
3143,1228,79,17,3,1,1
3155,4794,140,21,19,2,1
3147,--,26,20,15,1,3
3150,864,1,1,1,1,1
3162,--,133,32,56,5,2
3163,19550,1074,37,165,6,5
3159,3038,23,7,36,0,5
3153,--,759,206,353,35,8
3157,6875,210,28,23,3,1
3151,10441,1430,33,36,44,5
3167,716,10,8,22,3,0
3152,2518,100,17,188,12,19
3166,2532,28,5,5,0,2
3164,1786,13,4,1,0,3
3173,649,16,8,6,0,4
3168,1303,48,23,41,2,2
3176,938,4,2,4,0,3
3169,2605,66,16,20,2,1
3175,4493,56,36,18,1,2
3171,1871,259,9,3,0,0
3177,2084,49,9,1,1,2
3170,1233,17,12,23,3,2
3172,6087,204,28,40,0,7
3180,4269,19,29,114,11,6
3178,599,9,8,9,0,3
3174,1840,193,32,14,0,2
3182,18213,783,152,50,0,1
3185,2574,99,18,36,4,3
3179,728,1,2,3,1,5
3188,1420,22,9,13,1,0
3189,2480,89,9,7,0,1
3181,1389,126,10,94,6,7
3186,5207,222,37,32,3,3
3193,4903,88,32,264,13,18
3190,1541,101,22,5,0,5
3196,1065,32,3,10,1,2
3191,449,6,4,5,1,1
3194,51157,1367,189,2216,125,69
3192,1622,156,25,12,0,5
3205,2788,78,10,4,0,2
3208,22917,357,36,54,10,3
3195,1472,12,2,5,0,2
3206,5368,48,42,7,0,2
3210,1336,23,5,20,6,2
3199,2676,10,8,19,0,3
3204,3196,75,18,27,3,5
3212,2018,26,13,5,3,3
3202,1685,46,14,11,0,2
3215,47260,2272,26,369,11,2
3213,15408,35,62,65,44,2
3211,1710,91,6,4,0,1
3222,1094,274,11,13,1,1
3224,5448,163,26,70,10,7
3218,9097,57,27,53,9,2
3232,4496,596,31,57,2,2
3220,2419,100,12,10,3,5
3216,3078,738,16,1,0,1
3221,1366,33,4,1,0,2
3214,1622,8,5,22,3,5
3228,1085,37,2,19,1,5
3229,619,40,7,1,0,0
3230,1907,85,11,1,1,1
3236,6077,216,48,35,0,3
3238,3959,197,9,28,0,3
3227,4138,178,14,1,2,2
3239,3314,96,19,103,3,9
3234,5702,493,44,124,16,9
3243,1877,36,9,26,6,8
3231,1813,113,5,19,2,3
3241,--,11,5,11,2,4
3235,118686,4464,139,1468,83,16
3249,998,11,4,4,0,2
3246,3303,96,26,20,1,2
3237,5818,55,25,25,0,2
3251,1850,31,11,11,0,2
3242,2297,12,9,6,17,5
3248,1964,39,11,7,2,0
3254,989,3,4,6,2,1
3255,1703,31,9,14,1,0
3253,19806,7,4,16,61,0
3250,546,7,2,3,0,1
3256,816,25,9,1,0,3
3260,1545,16,5,7,0,1
3257,587,5,4,6,0,2
3261,1369,126,11,13,1,1
3252,1058,13,8,5,166,0
3272,1594,13,11,59,1,3
3262,2849,87,17,15,2,4
3271,137232,41,18,131,970,4
3269,11003,266,33,335,20,18
3281,9537,747,93,401,28,17
3273,3879,77,6,10,2,3
3263,1034,56,10,4,0,5
3274,4455,246,32,22,1,3
3275,1632,12,4,2,5,4
3285,44344,1374,290,767,18,10
3291,3553,411,31,20,1,0
3284,2976,137,23,7,4,2
3286,2736,82,4,2,0,2
3293,1460,239,7,0,0,1
3279,91722,2809,509,3176,240,56
3297,5877,8,36,13,59,1
3299,3021,259,23,5,1,3
3296,10962,243,26,23,89,3
3289,3716,359,23,27,2,1
3303,545,10,6,12,2,1
3301,1252,93,15,8,0,2
3308,3854,299,33,66,13,7
3300,3855,167,8,10,0,4
3309,1012,40,9,1,1,0
3304,2286,115,17,97,14,9
3311,1516,59,15,29,0,4
3320,2491,16,48,2,2,3
3302,1044,3,2,10,2,3
3314,791,5,4,6,0,2
3322,5911,240,72,180,17,8
3326,6050,153,25,27,1,4
3319,4785,171,22,26,6,2
3321,10763,400,83,291,24,18
3316,2212,398,21,16,1,4
3327,1479,31,9,1,0,1
3329,2678,48,10,8,2,2
3317,3586,154,20,50,14,36
3318,3741,118,37,59,5,2
3323,302753,10515,425,2793,177,54
3328,700,62,4,1,0,0
3337,1004,46,11,2,0,2
3325,1532,66,10,1,0,3
3324,1028,10,9,5,0,1
3331,1605,87,28,2,1,2
3332,8123,275,49,64,9,3
3339,3435,76,9,15,1,1
3333,24197,455,132,379,70,38
3341,5900,99,17,50,3,1
3351,2193,53,14,45,1,3
3342,15892,540,80,215,21,51
3343,1133,69,16,2,0,3
3352,3691,422,20,12,0,5
3347,41300,2383,124,435,48,18
3362,1222,25,8,0,0,3
3358,8195,164,84,129,12,6
3355,2913,180,15,41,4,1
3356,4395,198,61,159,5,10
3363,2735,6,3,8,1,0
3360,3482,90,38,27,4,5
3365,7259,7,4,9,29,1
3361,2761,23,13,3,0,2
3378,1360,60,12,32,2,2
3376,7427,268,47,62,5,10
3372,310836,5839,1165,11815,4373,846
3375,6672,64,13,11,8,1
3373,1735,65,9,2,0,5
3374,1852,43,12,57,9,10
3386,728,6,8,1,0,2
3400,3518,31,13,17,2,1
3395,5649,294,71,61,3,7
3387,734,5,3,1,0,1
3388,6723,6,4,2,15,3
3398,11474,20,5,3,18,3
3399,2055,182,23,2,1,4
3401,2257,56,12,26,4,4
3407,5544,281,46,26,5,1
3402,1549,33,17,18,2,3
3403,1632,62,9,10,0,2
3404,2270,57,13,4,0,2
3405,1264,24,9,11,0,5
3411,2672,133,21,36,2,2
3414,2793,108,19,21,1,2
3408,4250,357,24,17,1,5
3409,1260,21,12,5,4,2
3412,19701,426,80,128,11,9
3415,41984,1430,274,790,74,9
3419,--,4,15,5,1,5
3431,1186,30,10,21,2,3
3434,2114,27,10,6,1,3
3433,5792,311,20,21,1,1
3427,1602,104,11,3,0,3
3432,1407,80,9,1,0,2
3428,--,719,65,76,5,0
3430,2447,610,14,1,0,5
3436,10607,455,84,108,7,10
3446,4993,78,35,90,13,7
3457,4559,34,7,24,1,1
3448,1198,23,7,6,0,7
3450,62543,48,164,138,101,14
3443,--,51,13,2,0,0
3455,9020,355,30,200,13,21
3453,21004,134,15,115,4,3
3460,14621,161,17,190,7,3
3451,29780,366,65,132,26,20
3461,73763,7,135,280,188,5
3458,25926,265,40,686,28,32
3470,591,8,3,1,0,0
3466,4641,68,6,13,6,7
3478,3660,100,24,31,4,3
3465,3154,66,16,10,4,4
3471,2602,479,22,16,1,8
3468,2679,26,6,12,0,3
3469,1480,63,15,1,1,1
3477,8301,229,25,68,1,2
3464,14017,35,11,8,25,2
3481,2699,71,18,5,0,2
3480,2308,43,6,8,0,2
3482,1671,68,8,7,0,4
3475,1348,25,7,15,0,2
3488,2480,72,14,19,2,2
3476,5847,94,13,11,2,1
3490,624,16,6,2,0,1
3492,--,565,13,6,11,1
3494,30617,1400,66,44,57,4
3495,24847,40,13,5,38,2
3484,1981,40,4,7,0,2
3483,24566,519,96,243,2,8
3493,66602,1849,135,683,79,119
3498,5328,87,29,4,9,3
3496,5073,102,6,1,5,2
3502,3520,330,37,37,0,2
3503,18168,294,69,426,14,3
3512,24887,461,23,154,6,4
3520,1067,30,4,0,0,0
3516,8484,320,44,127,3,5
3511,2608,121,22,7,3,0
3518,142750,4481,270,3244,131,42
3506,14466,150,38,255,57,64
3521,1270,42,6,15,0,3
3519,5089,61,21,5,0,1
3510,941,76,4,0,0,1
3528,2776,98,8,51,4,8
3514,1064,126,2,1,0,1
3529,3866,101,14,11,3,1
3517,83986,1092,259,4038,249,62
3525,8466,176,32,62,0,3
3536,--,15196,179,6074,302,157
3530,10034,10,4,11,5,4
3546,8573,195,31,35,6,6
3535,9702,187,42,99,5,7
3539,1778,53,9,5,0,4
3543,4612,330,22,24,0,2
3534,1231,25,7,4,0,3
3545,2997,73,10,25,0,1
3548,2120,18,16,10,5,1
3550,2021,305,11,4,1,0
3553,1059,36,10,2,0,3
3547,3941,1292,34,3,2,1
3552,3249,72,10,14,0,3
3549,1492,9,9,9,0,1
3557,1069,34,5,1,1,1
3554,6648,125,34,141,9,10
3566,507,7,3,3,0,1
3562,3019,134,16,124,13,7
3565,64140,3503,188,728,84,92
3570,36974,3450,73,205,1,2
3564,5021,278,62,36,2,2
3561,1599,97,7,1,0,5
3563,26727,447,22,1154,14,4
3568,--,50,18,37,3,4
3576,3334,245,24,2,0,1
3567,13814,105,96,83,4,23
3580,3722,56,7,55,3,7
3579,420,4,5,0,0,3
3586,540,3,4,1,0,4
3583,3542,186,12,12,0,4
3578,10296,931,66,51,5,5
3587,2060,13,11,9,1,3
3589,1176,41,12,11,0,4
3584,537,15,8,1,0,2
3581,626,8,8,0,0,3
3590,1228,32,11,24,0,1
3592,3106,216,20,69,3,1
3582,5475,265,15,189,6,4
3595,3348,263,21,28,3,8
3606,726,12,8,5,0,1
3604,3924,0,39,14,0,2
3593,637,10,14,7,0,2
3596,26381,984,65,345,27,5
3591,6873,202,6,17,0,2
3601,2114,20,49,16,0,3
3599,1601,119,9,1,0,3
3602,5019,74,49,6,6,6
3597,846,33,5,15,1,2
3608,569,4,5,6,0,5
3614,1744,104,16,19,1,0
3617,989,12,3,5,0,1
3607,871,29,3,2,0,3
3612,3848,248,26,19,3,1
3622,546,4,5,2,0,1
3616,1867,463,18,3,1,3
3610,6448,137,25,32,0,0
3626,9992,195,62,439,31,7
3611,342,1,1,1,0,1
3618,649,5,6,18,0,1
3624,24346,553,155,854,55,21
3619,1479,62,15,14,0,4
3615,3574,531,19,6,0,1
3627,1091,29,12,5,0,2
3633,782,10,7,2,0,3
3630,687,52,8,5,0,2
3634,828,13,7,3,0,3
3653,1719,34,8,7,1,2
3650,607,10,11,1,0,6
3644,4297,480,26,31,2,6
3639,2470,18,5,7,2,3
3645,2313,38,15,1,0,5
3647,3402,149,22,46,6,7
3638,578,11,9,1,2,2
3642,3746,406,15,34,2,6
3652,3395,43,6,4,0,2
3640,384,2,5,1,0,1
3651,5877,726,39,91,2,2
3655,391,9,6,3,0,2
3658,1418,103,3,5,0,1
3654,31645,57,9,64,2,0
3649,478,6,4,1,0,3
3665,2203,37,6,21,6,3
3657,867,12,6,10,0,1
3666,1703,18,23,8,0,2
3659,2233,133,35,98,17,12
3664,1569,33,12,30,0,3
3663,2815,166,9,11,0,4
3673,--,1091,154,878,34,30
3671,1024,97,12,2,0,3
3672,1502,15,8,2,0,0
3660,7964,516,43,28,1,1
3661,12604,192,5,10,1,4
3676,40327,81,43,125,3,3
3667,498,7,5,9,1,2
3675,1991,118,18,42,4,1
3668,1583,41,10,15,1,3
3679,2068,69,16,18,2,2
3674,7473,44,12,28,4,4
3683,2112,78,4,2,0,1
3684,3577,96,10,27,3,4
3680,17569,522,68,202,36,11
3682,--,540,8,4,1,7
3692,4567,86,51,12,1,0
3678,979,36,16,8,0,3
3694,4173,216,41,32,0,1
3695,1974,39,16,38,3,3
3691,793,30,4,5,0,1
3687,3822,202,13,1,0,2
3701,12398,276,50,81,9,5
3690,3525,145,15,53,2,4
3706,564,9,3,3,0,5
3688,3265,214,42,70,4,5
3707,2174,88,14,23,2,2
3699,725,2,5,3,0,2
3708,93032,4689,225,2176,152,54
3705,4639,692,18,1,1,1
3700,--,31,16,11,0,5
3704,750,13,11,9,1,0
3714,12324,512,142,110,5,6
3716,3523,156,25,9,0,2
3719,655,2,6,4,0,3
3713,2292,103,40,7,0,2
3724,2959,156,24,23,0,0
3717,1775,61,18,11,0,1
3715,8132,268,15,48,0,1
3718,1655,61,12,11,1,1
3733,1549,36,6,3,0,2
3723,598,10,4,1,0,4
3731,--,1521,121,109,0,6
3728,1219,7,12,5,1,2
3730,1150,37,6,1,0,1
3727,3985,141,16,50,1,6
3741,241550,7366,2179,11290,1227,357
3742,1673,57,18,1,0,1
3732,1405,30,11,4,0,2
3736,1701,30,12,14,0,6
3739,12634,1019,58,50,2,2
3740,3045,48,23,7,1,2
3751,409,1,6,3,0,2
3743,4501,159,8,36,2,1
3748,3441,269,20,1,0,0
3747,--,28,16,27,4,3
3758,810,69,3,1,0,3
3746,502,12,9,10,2,2
3759,473,0,3,1,0,2
3754,2116,53,4,9,3,3
3767,4201,68,19,21,2,1
3753,1791,423,12,24,1,2
3752,1015,43,13,4,0,2
3766,3048,65,9,8,1,1
3756,14206,213,20,167,21,37
3773,4917,143,24,19,1,31
3770,1398,191,5,4,0,2
3763,1371,10,7,14,1,1
3762,2571,45,12,16,3,1
3774,48220,1011,60,185,26,12
3777,2557,169,26,49,3,5
3771,2868,59,16,34,3,13
3786,2754,10,23,5,1,0
3778,140801,9239,300,2101,173,113
3772,3592,72,17,8,1,6
3787,454,1,10,2,0,2
3775,14635,901,70,133,18,8
3789,1779,26,15,5,0,3
3794,473,8,6,3,0,1
3779,--,247,65,134,10,11
3790,649,2,12,1,0,4
3785,2458,0,32,16,1,4
3788,904,30,23,3,6,10
3801,562,12,6,4,0,3
3797,--,13,4,3,0,3
3792,676,6,3,4,0,0
3791,595,1,1,1,0,5
3796,507,7,6,4,1,0
3793,969,20,3,7,0,0
3799,9938,469,91,81,2,8
3795,679,57,8,8,1,5
3802,11085,133,14,21,0,4
3805,1707,105,11,16,0,4
3808,19242,562,48,462,14,29
3807,--,167,57,185,17,8
3813,974,20,7,0,0,4
3814,4680,257,50,76,8,4
3810,7695,517,67,49,3,3
3824,3309,72,26,30,1,4
3822,1128,81,20,0,0,3
3815,21341,297,197,142,25,4
3828,1361,7,8,9,3,4
3826,1278,8,7,4,0,4
3819,2345,34,15,8,3,1
3821,6508,401,36,113,13,11
3830,5900,138,13,23,1,4
3827,2165,11,11,10,1,0
3834,--,2935,111,1277,43,11
3840,747,25,12,15,1,2
3833,--,568,51,90,11,4
3832,1581,43,12,19,0,3
3831,3663,156,19,20,6,1
3839,5705,252,29,8,1,1
3838,4326,101,51,9,1,1
3837,3086,56,14,19,2,2
3844,2410,78,18,11,1,1
3854,124778,8502,125,2356,86,21
3847,3341,20,14,11,0,0
3850,1076,27,11,15,0,0
3855,2685,49,13,41,5,6
3848,1111,40,14,8,0,3
3849,6006,62,18,73,20,22
3861,23061,506,204,944,47,13
3851,1902,97,13,22,0,1
3864,3562,129,14,23,4,2
3856,--,236,11,22,3,1
3853,1167,117,3,2,0,3
3866,834,84,8,1,0,1
3859,10713,310,16,203,4,5
3858,3270,105,13,29,5,3
3863,8088,104,16,18,26,2
3862,1821,38,8,13,0,1
3865,5079,980,33,6,1,2
3869,1429,94,3,4,0,1
3871,1861,886,11,3,0,0
3875,1031,21,7,19,2,4
3867,1210,86,21,6,0,7
3878,1103,16,5,54,4,5
3872,--,208,57,216,16,6
3876,703,17,5,3,0,2
3879,1434,53,19,49,8,2
3890,4273,86,14,8,0,5
3886,1016,27,13,6,0,4
3885,1415,7,9,5,0,3
3877,447,2,4,20,0,1
3888,1364,23,15,0,1,0
3880,4856,721,45,9,0,1
3881,493,2,5,5,0,3
3883,1486,33,8,3,0,3
3893,124768,3938,66,72,73,3
3882,434,2,3,5,0,2
3898,1404,22,21,2,0,7
3884,144922,2497,49,83,69,2
3887,1695,52,14,3,0,1
3901,9095,413,43,56,3,4
3895,1683,66,14,6,0,0
3903,3647,2187,30,31,0,1
3896,2971,54,29,0,0,3
3899,1202,48,10,3,0,1
3897,2495,60,6,40,3,3
3912,713,18,8,4,0,0
3910,427,5,3,2,1,2
3904,817,85,21,8,0,4
3900,12051,413,20,77,0,1
3906,1523,101,53,4,11,3
3907,55588,1084,401,2282,345,58
3918,138502,11345,173,2295,145,41
3913,461,1,5,2,0,0
3915,1356,13,7,16,2,4
3909,1866,297,19,4,8,7
3919,2473,170,11,10,1,1
3920,8030,147,28,34,1,4
3922,1370,47,4,13,1,3
3925,1111,22,5,9,1,1
3927,--,41856,2089,7700,1247,1037
3928,443,3,3,2,0,0
3931,88466,465,98,1269,16,18
3937,5667,199,17,12,1,0
3924,2930,86,26,33,2,3
3936,3160,674,25,11,2,5
3932,4197,171,8,23,2,3
3929,922,27,4,3,0,1
3938,13182,361,65,735,45,9
3933,1488,105,14,7,3,2
3930,--,19,2,4,0,0
3945,1623,32,7,2,0,8
3935,740,12,12,16,2,5
3939,31277,2432,52,12,10,1
3941,2568,21,14,59,3,2
3942,5698,146,4,10,0,2
3940,14735,445,49,101,4,5
3946,2046,27,10,3,0,3
3952,3156,276,23,9,2,4
3957,4736,304,15,36,0,0
3947,2493,299,5,5,2,5
3956,649,5,5,3,0,1
3943,1880,48,7,1,1,2
3950,1146,23,2,6,0,3
3958,3022,66,30,59,5,4
3951,1504,23,11,31,1,3
3953,7769,773,36,45,2,1
3954,18252,385,65,451,34,21
3967,484,4,4,0,2,3
3959,3466,249,14,4,0,5
3960,41147,616,46,399,18,143
3972,1085,9,10,7,1,2
3971,1208,19,8,1,0,4
3966,491,10,3,0,0,2
3973,629,6,5,3,1,3
3970,907,9,3,1,0,1
3965,6485,475,35,79,2,2
3961,--,201,22,5,1,1
3968,1052,14,4,5,0,2
3974,497,16,5,4,0,3
3981,23543,2945,90,91,2,0
3975,46513,4574,206,221,2,1
3977,938,29,7,4,2,2
3976,2985,18,13,40,7,4
3982,2931,46,15,5,0,1
3990,589,3,3,4,0,1
3980,4160,99,19,59,1,1
3985,31386,256,53,625,25,18
3983,3371,180,24,14,0,3
3988,7631,619,61,94,6,1
3991,20510,1664,80,228,4,18
4001,2272,206,32,1,0,1
3992,--,55,25,33,0,0
3997,5845,270,59,263,27,16
4000,99371,3473,119,1614,86,18
4002,1053,40,10,1,0,2
4005,713,12,9,1,0,0
3998,716,28,8,4,0,6
4009,1688,35,17,24,0,2
3996,1116,70,8,3,0,3
3995,16394,101,17,46,0,4
4010,--,1049,116,341,14,3
3999,663,9,9,3,0,2
4008,2234,6,16,23,0,2
4014,4109,131,8,5,0,4
4007,1385,122,10,4,0,4
4017,32488,515,324,314,20,4
4013,5283,58,33,60,9,3
4023,4377,393,22,37,1,2
4021,2354,36,18,55,12,5
4024,--,71,19,4,0,5
4030,627,9,2,3,0,0
4026,59758,947,216,2010,61,33
4025,3219,60,15,102,7,3
4016,1616,78,39,7,1,1
4022,1579,122,15,45,4,2
4029,846,66,10,1,0,1
4036,1766,1185,28,4,0,3
4039,1852,29,10,32,0,3
4040,1216,50,15,8,0,3
4038,20000,198,70,566,34,5
4041,2128,39,12,12,2,2
4031,1478,68,13,25,2,3
4028,5302,184,126,159,16,7
4046,25342,358,120,789,56,20
4033,3201,101,12,5,0,1
4032,2124,188,6,16,0,4
4034,3502,218,21,46,0,4
4037,1324,28,6,3,0,0
4035,1530,51,11,52,1,6
4045,3563,221,24,33,2,2
4050,2352,324,22,36,0,3
4044,3628,66,12,28,1,3
4055,1345,39,12,11,0,6
4043,29222,618,19,92,8,1
4052,2722,51,6,49,2,2
4058,740,13,9,3,1,0
4057,4773,274,17,38,0,1
4059,875,9,11,1,0,2
4053,1976,45,17,10,0,2
4069,864,21,3,4,0,2
4060,14623,231,44,515,57,37
4071,641,6,1,2,0,2
4064,--,384,28,549,12,69
4073,463,4,4,2,0,1
4066,1749,15,13,3,0,1
4061,2653,406,14,11,1,3
4068,1932,13,5,3,1,5
4075,927,25,5,1,0,2
4074,879,17,3,4,0,1
4067,1338,13,6,11,0,1
4080,2466,46,9,3,0,1
4076,983,17,5,2,0,0
4072,1137,50,4,3,0,2
4079,755,46,3,1,0,1
4085,1428,67,7,5,1,2
4095,948,133,8,4,0,0
4092,137135,3027,325,2538,112,20
4083,2770,198,17,4,1,1
4091,5193,175,9,72,2,3
4090,3159,50,11,45,3,3
4089,713,8,5,7,0,0
4086,7545,714,47,10,0,3
4094,130059,21420,249,609,31,23
4100,242305,3933,132,1617,41,15
4104,5590,252,5,11,0,3
4097,7215,169,5,60,2,7
4106,2048,140,18,4,2,2
4103,824,27,5,1,0,0
4098,112746,2151,23,59,58,4
4113,2958,301,15,1,0,2
4114,2957,93,52,15,4,1
4110,2053,21,34,55,4,2
4102,2969,21,14,7,1,1
4111,1288,92,11,5,0,2
4109,977,16,4,1,0,4
4105,2156,35,5,18,2,2
4117,1706,81,19,9,0,1
4108,2444,72,13,18,2,1
4112,912,4,4,1,0,1
4126,683,9,8,9,1,1
4119,12987,288,93,313,15,3
4122,6200,230,26,16,0,2
4120,802,9,9,3,0,1
4127,52162,401,86,1807,89,207
4124,2938,281,20,16,0,2
4132,1706,14,9,5,2,2
4128,3628,204,17,1,0,1
4138,7663,307,9,23,1,2
4133,10414,5,28,155,2,5
4136,--,592,31,59,5,0
4140,1205,22,9,9,0,4
4148,923,21,8,1,0,2
4144,1790,13,13,13,0,4
4143,530595,26215,565,6988,1720,1206
4139,780,17,5,4,0,3
4150,1205,93,17,2,0,0
4146,--,933,353,1938,167,99
4142,1726,50,9,4,2,5
4156,13073,81,16,41,4,5
4155,4812,155,10,6,0,4
4152,2876,91,10,87,5,3
4159,2367,89,13,18,0,2
4160,1453,81,5,16,0,3
4162,1066,38,9,2,1,1
4166,2627,480,7,6,2,2
4164,979,15,17,12,2,3
4167,2476,22,7,19,2,3
4161,11084,165,90,400,26,5
4163,4045,1082,26,7,2,3
4175,41341,3018,152,781,92,73
4173,1159,89,21,14,1,2
4169,1491,17,8,12,1,4
4165,1666,48,13,6,0,1
4168,610,9,3,2,0,1
4176,13727,348,50,28,3,4
4172,10715,417,63,333,19,1
4184,7065,315,16,41,3,6
4170,1547,46,10,2,0,2
4185,614,3,4,3,0,0
4180,1341,92,9,1,0,4
4177,37758,2578,259,3029,318,81
4190,5664,930,27,35,5,5
4191,4275,222,49,9,0,3
4192,3665,430,24,4,0,0
4183,483,9,13,1,0,0
4193,45130,272,376,868,17,0
4188,1443,56,13,17,2,5
4186,823,5,9,11,1,7
4195,14224,767,111,45,2,10
4187,1033,60,10,2,0,2
4201,2126,544,20,6,0,1
4199,1635,26,18,3,0,2
4203,1680,171,20,3,0,0
4194,2287,151,19,2,0,3
4202,2581,590,30,8,0,3
4197,1543,77,10,4,2,2
4200,11257,942,22,95,3,1
4209,2726,44,7,13,0,3
4196,5927,202,44,113,4,2
4204,2197,55,12,3,0,2
4217,452,9,1,3,0,4
4218,1700,37,17,39,2,2
4215,999,20,6,4,1,1
4210,472,5,1,1,0,0
4211,1006,6,4,4,0,0
4213,966,12,7,5,0,1
4216,2069,230,23,36,1,1
4223,1428,89,22,3,0,2
4221,549,2,10,4,0,4
4226,39123,1281,191,484,46,31
4229,1038,50,4,2,0,3
4219,2772,64,24,18,2,0
4224,3887,218,49,26,9,6
4230,1644,231,27,8,0,2
4227,7187,128,25,99,11,5
4242,2561,47,4,13,0,3
4228,4417,187,35,33,1,3
4236,1819,33,9,22,5,0
4237,3528,260,23,21,3,1
4234,432,4,6,3,1,1
4239,24282,782,143,548,97,16
4244,90519,4617,542,595,40,193
4246,1435,97,7,8,2,7
4238,948,18,7,2,0,2
4240,10428,938,36,129,6,0
4241,37782,491,38,71,5,12
4248,4726,108,28,30,2,1
4252,309,5,4,2,0,1
4255,457,8,6,4,0,1
4262,3952,27,22,125,12,8
4250,1270,27,6,2,1,0
4251,1469,42,13,31,6,4
4258,1544,85,24,9,2,0
4263,5966,83,43,126,7,6
4261,3035,99,12,15,1,3
4269,--,186,28,240,7,6
4253,452,4,3,1,0,3
4260,7865,375,33,65,6,5
4272,2189,137,5,6,1,3
4264,615,4,6,0,0,1
4259,1683,75,23,14,4,3
